id,geo_point_2d,intensidad,alcaldia,area_m2,perime_m,intens_num,int2
1539.0,"19.5237381583,-99.1497180865",Alto,Gustavo A. Madero,537838.563197,4243.0619296,73 a 99,4
1568.0,"19.5065570704,-99.1927308139",Muy Alto,Azcapotzalco,132864.857511,1568.00870369,100,5
1577.0,"19.4739967564,-99.0907041202",Muy Alto,Gustavo A. Madero,181639.090311,1931.81301624,100,5
1581.0,"19.3114067804,-99.1377582709",Muy Alto,Coyoacán,754057.062017,4075.91902168,100,5
1585.0,"19.5068534212,-99.2069730797",Muy Alto,Azcapotzalco,178129.086298,1766.65415625,100,5
1599.0,"19.3305263632,-99.0620509317",Muy Alto,Iztapalapa,97338.2964351,1371.74271483,100,5
1605.0,"19.3244857734,-99.2246954275",Muy Bajo,La Magdalena Contreras,263805.110415,2582.17393452,0 a 25,1
1615.0,"19.1974615138,-99.0536754266",Muy Bajo,Milpa Alta,650379.722254,5585.19081088,0 a 25,1
1635.0,"19.3218796389,-99.2562044387",Muy Bajo,La Magdalena Contreras,271515.278658,3036.00685918,0 a 25,1
1641.0,"19.3137700457,-99.1040540029",Muy Alto,Coyoacán,198009.68723,2037.56534065,100,5
1688.0,"19.3771149447,-99.0153198554",Muy Alto,Iztapalapa,424667.404461,2667.0850295,100,5
1706.0,"19.3365517953,-99.1058235768",Alto,Iztapalapa,362001.104874,2872.74355734,73 a 99,4
1721.0,"19.3050761855,-99.1583995393",Medio,Coyoacán,351149.24641,2860.79121591,50 a 72,3
1748.0,"19.1957005321,-99.0895138304",Muy Bajo,Milpa Alta,1092310.22288,5556.60478611,0 a 25,1
1775.0,"19.3322589666,-99.1128438418",Muy Alto,Coyoacán,434732.192828,3899.05129203,100,5
1795.0,"19.4467337621,-99.1725595659",Muy Alto,Miguel Hidalgo,288576.93841,2933.1507563,100,5
1820.0,"19.4228585731,-99.2055455399",Muy Bajo,Miguel Hidalgo,413056.704988,4487.893854,0 a 25,1
1830.0,"19.4337769864,-99.0985059482",Muy Alto,Venustiano Carranza,293076.607687,2363.74569138,100,5
1844.0,"19.4951812474,-99.2010344376",Muy Alto,Azcapotzalco,113383.848332,1490.34559162,100,5
1852.0,"19.4441765224,-99.1192934095",Muy Alto,Venustiano Carranza,194501.361282,2175.91222564,100,5
1862.0,"19.4481407351,-99.1931548202",Muy Alto,Miguel Hidalgo,288039.000179,2283.68623849,100,5
1899.0,"19.3677769835,-99.1898268244",Muy Bajo,Benito Juárez,234994.083333,2770.61721969,0 a 25,1
1904.0,"19.4550150422,-99.1357501559",Muy Alto,Cuauhtémoc,107967.260626,1726.18354877,100,5
1935.0,"19.4475978602,-99.1484813056",Muy Alto,Cuauhtémoc,292861.744697,2577.85595699,100,5
1961.0,"19.4554230541,-99.1457906296",Muy Alto,Cuauhtémoc,31110.8469469,761.970546794,100,5
1997.0,"19.3678955239,-99.1695952771",Alto,Benito Juárez,441538.385125,3047.73055756,73 a 99,4
598.0,"19.3480354545,-99.2433248837",Muy Bajo,Álvaro Obregón,983500.329596,7994.7080521,0 a 25,1
645.0,"19.3194018456,-99.2487928968",Muy Bajo,La Magdalena Contreras,279290.524766,3287.87982518,0 a 25,1
586.0,"19.2082546347,-98.9845304759",Muy Bajo,Milpa Alta,161775.949624,1891.94886439,0 a 25,1
593.0,"19.3721621059,-99.1016099623",Muy Alto,Iztapalapa,407885.914272,3382.54963853,100,5
583.0,"19.3509183541,-99.2495297025",Muy Bajo,Álvaro Obregón,492400.586956,4519.89236463,0 a 25,1
584.0,"19.2197382901,-98.9879864539",Muy Alto,Milpa Alta,864923.807087,4834.56019747,100,5
542.0,"19.3476807756,-99.2261634975",Muy Bajo,Álvaro Obregón,194258.717246,2149.57609665,0 a 25,1
570.0,"19.3206923111,-99.0586333492",Muy Alto,Iztapalapa,140355.674176,2076.25616369,100,5
563.0,"19.2932631989,-99.0115620114",Muy Alto,Tláhuac,223619.628479,2080.65320277,100,5
558.0,"19.3875934428,-99.2094652153",Muy Bajo,Álvaro Obregón,31452.765862,707.219623008,0 a 25,1
753.0,"19.1981729169,-99.0016811855",Muy Bajo,Milpa Alta,1045280.17761,5077.27423526,0 a 25,1
727.0,"19.3686895172,-99.0614088254",Muy Alto,Iztapalapa,1171216.26214,4618.83789596,100,5
709.0,"19.3398864599,-99.0376280486",Muy Alto,Iztapalapa,445195.548899,2929.40655647,100,5
717.0,"19.3254814413,-99.0773832377",Muy Alto,Iztapalapa,266886.567801,2107.55968299,100,5
530.0,"19.3505611828,-99.2262889301",Muy Bajo,Álvaro Obregón,309850.416691,3536.18539962,0 a 25,1
512.0,"19.2814953935,-99.0574180346",Muy Alto,Tláhuac,92600.6286474,1287.88209173,100,5
944.0,"19.3221437358,-99.067973125",Muy Alto,Iztapalapa,598085.677649,3260.48353326,100,5
939.0,"19.3516335188,-99.0010951352",Muy Bajo,Iztapalapa,279964.345165,2441.44152191,0 a 25,1
935.0,"19.3279686,-98.9672439535",Bajo,Iztapalapa,468178.765269,3556.63894966,26 a 49,2
930.0,"19.3957433602,-99.0796145972",Muy Alto,Iztacalco,469339.970797,2766.59151908,100,5
929.0,"19.3278440994,-99.0656620839",Muy Alto,Iztapalapa,207040.242686,1876.078838,100,5
936.0,"19.3786515614,-99.1171480576",Muy Alto,Iztapalapa,211758.565895,2374.09678558,100,5
884.0,"19.2248189956,-99.2187732907",Muy Bajo,Tlalpan,2324594.6134,6710.7558228,0 a 25,1
879.0,"19.3461191342,-99.1097412917",Muy Alto,Iztapalapa,386438.640411,3378.00726735,100,5
846.0,"19.3748244353,-99.0558659632",Muy Alto,Iztapalapa,16128.7718411,562.791076175,100,5
784.0,"19.347375433,-98.9993628579",Muy Bajo,Iztapalapa,204841.875968,2286.47188647,0 a 25,1
760.0,"19.3782763424,-99.0696011655",Muy Alto,Iztapalapa,401944.987167,2572.75243462,100,5
655.0,"19.330914168,-99.0540732754",Muy Alto,Iztapalapa,144659.980057,1766.23612643,100,5
667.0,"19.360214616,-99.1161557039",Muy Alto,Iztapalapa,228398.895935,2050.07063649,100,5
885.0,"19.2114390205,-99.2188832751",Muy Bajo,Tlalpan,315922.403705,4143.49200134,0 a 25,1
906.0,"19.3019927819,-99.0779530059",Muy Alto,Iztapalapa,194314.574071,1916.00112023,100,5
905.0,"19.3044809102,-99.0750434171",Muy Alto,Iztapalapa,315398.576618,2383.29244577,100,5
901.0,"19.3330995275,-99.1056877219",Medio,Iztapalapa,209673.960379,2530.71712253,50 a 72,3
911.0,"19.3322644054,-99.0721375112",Muy Alto,Iztapalapa,99037.0085007,1358.35165573,100,5
913.0,"19.3326781082,-99.0746221315",Muy Alto,Iztapalapa,12892.3425219,552.546726926,100,5
1001.0,"19.2777707766,-99.1706293352",Muy Bajo,Tlalpan,179315.043495,2089.75199112,0 a 25,1
1011.0,"19.3196846878,-99.0785447253",Muy Alto,Iztapalapa,341144.755264,2650.29458627,100,5
1018.0,"19.2401499981,-99.1068854773",Muy Bajo,Xochimilco,799840.864255,5928.38975816,0 a 25,1
1037.0,"19.2258867084,-99.2087086831",Muy Bajo,Tlalpan,684947.729875,4658.25931788,0 a 25,1
1072.0,"19.2793186439,-99.1874087972",Muy Bajo,Tlalpan,207599.140322,1852.80455949,0 a 25,1
1073.0,"19.2718451984,-99.2395385009",Muy Bajo,Tlalpan,272733.528156,2488.83400219,0 a 25,1
1101.0,"19.2340822407,-99.2036992639",Muy Bajo,Tlalpan,67266.1434486,1321.25297587,0 a 25,1
1122.0,"19.277786424,-99.1620328896",Muy Bajo,Tlalpan,273182.51208,2343.61405857,0 a 25,1
1146.0,"19.4633685417,-99.1162502727",Muy Alto,Gustavo A. Madero,248638.103556,2171.83791883,100,5
1164.0,"19.343253917,-99.0633488388",Muy Alto,Iztapalapa,45280.8642518,935.002446613,100,5
1174.0,"19.5582296022,-99.1461968383",Muy Bajo,Gustavo A. Madero,99239.2995376,1577.74587536,0 a 25,1
1184.0,"19.5746813252,-99.135952596",Muy Bajo,Gustavo A. Madero,345161.103193,2800.73373229,0 a 25,1
1197.0,"19.4741025763,-99.127486817",Muy Alto,Gustavo A. Madero,210111.049267,2546.39687342,100,5
1204.0,"19.4666136999,-99.0838204597",Muy Alto,Gustavo A. Madero,267629.233118,2582.34742985,100,5
1205.0,"19.4705026213,-99.0809683572",Muy Alto,Gustavo A. Madero,181930.284833,1985.50579127,100,5
1263.0,"19.5499572804,-99.1263209842",Muy Bajo,Gustavo A. Madero,175048.364984,1862.58665701,0 a 25,1
1272.0,"19.3833803209,-99.1125112773",Muy Alto,Iztacalco,125140.060197,1691.82076374,100,5
1292.0,"19.4654545263,-99.1802510375",Muy Alto,Azcapotzalco,218987.340662,2527.81846515,100,5
1296.0,"19.3106411925,-99.1524136062",Alto,Coyoacán,429282.056397,3604.44206668,73 a 99,4
1319.0,"19.3543125217,-99.1708422135",Alto,Coyoacán,694324.902851,4031.57357537,73 a 99,4
983.0,"19.3319462363,-98.9938718025",Muy Bajo,Iztapalapa,497499.947215,4130.51100537,0 a 25,1
984.0,"19.3256208231,-99.0486371755",Muy Alto,Iztapalapa,118590.928267,1536.65149318,100,5
975.0,"19.3666975692,-99.1178485965",Muy Alto,Iztapalapa,180190.897261,1886.55470481,100,5
970.0,"19.3531234269,-99.0500831675",Muy Alto,Iztapalapa,374625.623067,3166.92457466,100,5
954.0,"19.3719065933,-99.1251002282",Muy Alto,Iztapalapa,411191.651937,2946.075008,100,5
955.0,"19.3716225507,-99.1284978609",Muy Alto,Iztapalapa,341189.632623,2997.44560897,100,5
993.0,"19.3464836199,-99.049692185",Muy Alto,Iztapalapa,414508.712706,2754.00330955,100,5
4.0,"19.2602911822,-99.0976968264",Muy Alto,Xochimilco,193874.809681,1969.92474162,100,5
5.0,"19.3940021412,-99.1346601622",Muy Alto,Benito Juárez,123522.838236,1794.42953695,100,5
1215.0,"19.4951553899,-99.1279766328",Muy Alto,Gustavo A. Madero,388163.426714,2897.60155344,100,5
1221.0,"19.4963252184,-99.1506820207",Muy Alto,Gustavo A. Madero,51975.348281,1185.19411835,100,5
1233.0,"19.3854739811,-99.1058573079",Muy Alto,Iztacalco,130860.341536,1604.05813494,100,5
1252.0,"19.3939672676,-99.0855136983",Muy Alto,Iztacalco,175173.937884,2463.25538752,100,5
1243.0,"19.5186207877,-99.1583056013",Muy Alto,Gustavo A. Madero,226630.743651,2278.29773458,100,5
1242.0,"19.5182037949,-99.154506099",Muy Alto,Gustavo A. Madero,214552.883969,2390.82421227,100,5
1473.0,"19.3286085812,-99.1669726518",Muy Bajo,Coyoacán,271880.854003,2263.76958809,0 a 25,1
974.0,"19.371398945,-99.1129596713",Muy Alto,Iztapalapa,345571.903556,3191.5465115,100,5
951.0,"19.3399289419,-99.1023994121",Muy Bajo,Iztapalapa,164081.177641,2037.97789463,0 a 25,1
979.0,"19.3521687463,-98.9955483978",Muy Bajo,Iztapalapa,149877.688016,1895.59491208,0 a 25,1
956.0,"19.3790326349,-99.1204510073",Muy Alto,Iztapalapa,337162.429849,2412.67970443,100,5
993.0,"19.3464836199,-99.049692185",Muy Alto,Iztapalapa,414508.712706,2754.00330955,100,5
916.0,"19.3429243169,-99.0116030461",Muy Bajo,Iztapalapa,266537.644235,2522.43626006,0 a 25,1
935.0,"19.3279686,-98.9672439535",Bajo,Iztapalapa,468178.765269,3556.63894966,26 a 49,2
910.0,"19.3464202715,-99.0706238475",Muy Alto,Iztapalapa,273427.364445,2494.58743012,100,5
995.0,"19.2687778988,-99.2261073299",Muy Bajo,Tlalpan,315967.275622,2738.23871723,0 a 25,1
998.0,"19.2921838295,-99.1816848148",Bajo,Tlalpan,311640.536152,2652.30430945,26 a 49,2
1008.0,"19.3109945146,-99.0777026577",Muy Alto,Iztapalapa,191314.381764,1873.76868905,100,5
1024.0,"19.5417687551,-99.1508024577",Alto,Gustavo A. Madero,227074.575891,2157.52666765,73 a 99,4
1048.0,"19.3044777356,-99.1296488392",Muy Alto,Tlalpan,196947.16735,1940.26062427,100,5
1025.0,"19.5196332023,-99.1508721218",Muy Alto,Gustavo A. Madero,205228.390375,2065.3239629,100,5
1429.0,"19.3305086491,-99.3264617152",Muy Bajo,Cuajimalpa de Morelos,2011397.48912,8130.80109316,0 a 25,1
1441.0,"19.4679300386,-99.1008366986",Muy Alto,Gustavo A. Madero,135658.371505,1489.3226557,100,5
1386.0,"19.5159034826,-99.1598442174",Muy Alto,Gustavo A. Madero,254757.299487,2100.46232385,100,5
1368.0,"19.4664100181,-99.1627859332",Muy Alto,Azcapotzalco,100664.579257,1832.55713088,100,5
1349.0,"19.3086346368,-99.1672175796",Muy Bajo,Coyoacán,114573.559449,1587.88262086,0 a 25,1
1110.0,"19.3522430854,-99.1051753094",Muy Alto,Iztapalapa,430970.006556,3425.82656348,100,5
1144.0,"19.4918451393,-99.1037940845",Alto,Gustavo A. Madero,149000.49137,1942.7857209,73 a 99,4
1128.0,"19.3887876804,-99.0697048471",Muy Alto,Iztacalco,150862.802451,1942.49684134,100,5
1138.0,"19.2750828639,-98.998936443",Muy Alto,Tláhuac,207741.828319,1965.80865371,100,5
1507.0,"19.3196551014,-99.1071971052",Muy Alto,Coyoacán,138158.256542,1733.16426509,100,5
213.0,"19.2925903099,-99.2004158573",Muy Bajo,Tlalpan,3584724.53808,9488.46559518,0 a 25,1
240.0,"19.3669786438,-99.2479932975",Muy Bajo,Álvaro Obregón,243574.590106,3481.72210063,0 a 25,1
199.0,"19.2285735831,-99.1155366074",Muy Bajo,Xochimilco,66920.0883938,1630.64283326,0 a 25,1
179.0,"19.2621911575,-99.1109400086",Muy Alto,Xochimilco,384976.151567,2920.32574604,100,5
233.0,"19.3985420935,-99.1969037868",Muy Bajo,Álvaro Obregón,158422.521707,1880.50522476,0 a 25,1
229.0,"19.2212396462,-98.979541979",Alto,Tláhuac,14372.45579,822.38345062,73 a 99,4
278.0,"19.2441516227,-99.1441136926",Muy Bajo,Tlalpan,479335.575879,3829.10749973,0 a 25,1
256.0,"19.2864103206,-99.1866063106",Bajo,Tlalpan,185289.458411,2515.81897347,26 a 49,2
252.0,"19.2850075354,-99.0334159875",Muy Alto,Tláhuac,244038.222497,2036.38205103,100,5
293.0,"19.3425961172,-99.2178473887",Muy Bajo,Álvaro Obregón,1299223.35485,5572.25719427,0 a 25,1
315.0,"19.3291565868,-99.247934822",Muy Bajo,Álvaro Obregón,234699.54051,2343.33037593,0 a 25,1
338.0,"19.3688422709,-99.223943555",Muy Bajo,Álvaro Obregón,160763.011721,3719.08924593,0 a 25,1
319.0,"19.3569114404,-99.2558359239",Muy Bajo,Álvaro Obregón,144302.909556,1895.6266567,0 a 25,1
324.0,"19.2752671369,-99.0360592332",Muy Alto,Tláhuac,417601.264242,2807.04824975,100,5
399.0,"19.3768972924,-99.2486104185",Muy Bajo,Álvaro Obregón,519408.159622,4429.99490066,0 a 25,1
388.0,"19.2657755217,-99.1676617302",Muy Bajo,Tlalpan,337289.036467,2929.11189913,0 a 25,1
378.0,"19.2927271645,-98.9963803313",Muy Alto,Tláhuac,940166.633124,5493.08958191,100,5
352.0,"19.2836060098,-99.213072733",Muy Bajo,Tlalpan,230099.978481,1976.48555461,0 a 25,1
127.0,"19.365811707,-99.2269974894",Muy Bajo,Álvaro Obregón,275652.810208,4321.834768,0 a 25,1
160.0,"19.3032654694,-99.2199432431",Muy Bajo,Tlalpan,338864.713588,4059.48354135,0 a 25,1
137.0,"19.2833123702,-99.0032329968",Muy Alto,Tláhuac,328390.650028,2337.4445478,100,5
174.0,"19.2951641459,-99.2256355707",Muy Bajo,Tlalpan,251146.860159,2178.34104295,0 a 25,1
94.0,"19.386652738,-99.1841544989",Medio,Benito Juárez,147197.43452,1714.02152737,50 a 72,3
118.0,"19.3970729512,-99.135602476",Muy Alto,Benito Juárez,174224.683636,1719.55518727,100,5
95.0,"19.3759522163,-99.1825661443",Bajo,Benito Juárez,272482.293999,2390.4343103,26 a 49,2
46.0,"19.2699911115,-99.0955008857",Alto,Xochimilco,784226.60891,4335.88259117,73 a 99,4
80.0,"19.3839221343,-99.140786655",Muy Alto,Benito Juárez,157960.917963,1718.37650937,100,5
74.0,"19.4020271165,-99.140842037",Muy Alto,Benito Juárez,309619.77586,2436.42999172,100,5
47.0,"19.3761554664,-99.1512234501",Muy Alto,Benito Juárez,377818.190981,2670.66342485,100,5
544.0,"19.3547191975,-99.2406930673",Muy Bajo,Álvaro Obregón,264994.553351,4091.53802584,0 a 25,1
519.0,"19.31716214,-99.2688205635",Muy Bajo,Álvaro Obregón,421387.181334,3539.11444469,0 a 25,1
542.0,"19.3476807756,-99.2261634975",Muy Bajo,Álvaro Obregón,194258.717246,2149.57609665,0 a 25,1
504.0,"19.2865226692,-99.2280299358",Bajo,Tlalpan,258599.751795,2215.07038233,26 a 49,2
658.0,"19.3716527574,-99.2095351716",Muy Bajo,Álvaro Obregón,113868.602518,1939.33372985,0 a 25,1
638.0,"19.3663228887,-99.1980554675",Bajo,Álvaro Obregón,34236.574748,1254.55748086,26 a 49,2
629.0,"19.3761871742,-99.0523947395",Muy Alto,Iztapalapa,20715.6451335,786.584970396,100,5
814.0,"19.3363291393,-99.0826574707",Alto,Iztapalapa,128759.051547,1832.2123872,73 a 99,4
787.0,"19.384775994,-99.0505033616",Muy Alto,Iztapalapa,98300.633741,1266.62792766,100,5
583.0,"19.3509183541,-99.2495297025",Muy Bajo,Álvaro Obregón,492400.586956,4519.89236463,0 a 25,1
614.0,"19.343876138,-98.986133158",Muy Bajo,Iztapalapa,140708.976579,1663.39780134,0 a 25,1
573.0,"19.294878689,-99.0761487368",Alto,Iztapalapa,189709.203531,1770.38973255,73 a 99,4
619.0,"19.3620406456,-99.2410714541",Muy Bajo,Álvaro Obregón,140733.625189,1970.98609106,0 a 25,1
622.0,"19.3607113918,-99.1948693688",Muy Bajo,Álvaro Obregón,363387.495646,2691.27161068,0 a 25,1
732.0,"19.3523525911,-99.0683402774",Muy Alto,Iztapalapa,201596.195914,2566.90028356,100,5
717.0,"19.3254814413,-99.0773832377",Muy Alto,Iztapalapa,266886.567801,2107.55968299,100,5
667.0,"19.360214616,-99.1161557039",Muy Alto,Iztapalapa,228398.895935,2050.07063649,100,5
686.0,"19.4087616351,-99.0712510509",Muy Alto,Iztacalco,205101.893965,1936.35509707,100,5
785.0,"19.3489519098,-98.9881366067",Muy Bajo,Iztapalapa,177688.98031,2384.22297143,0 a 25,1
764.0,"19.3442139937,-99.0444216641",Muy Alto,Iztapalapa,194062.034289,1909.00469285,100,5
774.0,"19.3791998157,-99.1297920871",Muy Alto,Iztacalco,147597.858279,1915.09515633,100,5
765.0,"19.3740654102,-99.0545840081",Muy Alto,Iztapalapa,11110.1747761,433.297006112,100,5
839.0,"19.3175637378,-99.0952544196",Muy Alto,Iztapalapa,382540.774773,4304.75360936,100,5
852.0,"19.3289489362,-99.0420223092",Muy Alto,Iztapalapa,276077.00456,2453.121376,100,5
859.0,"19.3480055338,-99.1154810956",Muy Alto,Iztapalapa,339455.288871,2594.96267052,100,5
883.0,"19.2865492533,-99.1611577494",Alto,Tlalpan,284553.826335,2506.46794459,73 a 99,4
860.0,"19.3543835542,-99.1193384207",Muy Alto,Iztapalapa,342439.084811,2411.16400775,100,5
1085.0,"19.2168261158,-99.1279747691",Muy Bajo,Xochimilco,561532.315098,4638.76837036,0 a 25,1
624.0,"19.187686853,-99.0293996692",Muy Bajo,Milpa Alta,942725.357286,5383.76313811,0 a 25,1
637.0,"19.3635717471,-99.2035283601",Bajo,Álvaro Obregón,518027.44274,3984.30926253,26 a 49,2
630.0,"19.3768682538,-99.0511055049",Muy Alto,Iztapalapa,65779.4664928,1089.74228757,100,5
740.0,"19.3449114817,-99.0080303237",Muy Bajo,Iztapalapa,266616.009088,3015.65660203,0 a 25,1
747.0,"19.2876947833,-99.0715163014",Muy Alto,Iztapalapa,64626.5161846,1693.00715511,100,5
823.0,"19.3650802471,-98.9936009687",Alto,Iztapalapa,108263.981702,1472.60398283,73 a 99,4
838.0,"19.3499612368,-99.0618445374",Muy Alto,Iztapalapa,153030.578543,2165.54141654,100,5
844.0,"19.3743243684,-99.0503042071",Muy Alto,Iztapalapa,26861.4425954,774.887642424,100,5
843.0,"19.3781329188,-99.0491132928",Muy Alto,Iztapalapa,19395.3295457,664.816032832,100,5
847.0,"19.3732348864,-99.0540673121",Muy Alto,Iztapalapa,21676.2641696,680.388903367,100,5
950.0,"19.3852442593,-99.0790517191",Muy Alto,Iztapalapa,570480.007479,3380.99096847,100,5
900.0,"19.3374607525,-99.0692840521",Muy Alto,Iztapalapa,198555.906845,2326.92128823,100,5
907.0,"19.3021161709,-99.0684133185",Muy Alto,Iztapalapa,188927.955879,2358.46760923,100,5
931.0,"19.388301053,-99.0648133245",Muy Alto,Iztacalco,198781.706678,2040.64186718,100,5
1160.0,"19.1966694039,-99.1172517521",Muy Bajo,Xochimilco,782139.200582,4270.33840748,0 a 25,1
1171.0,"19.1922749047,-99.145648981",Muy Bajo,Tlalpan,1147965.46007,8129.28360086,0 a 25,1
1141.0,"19.2737742881,-99.1697974262",Muy Bajo,Tlalpan,366441.781755,3575.87200988,0 a 25,1
1170.0,"19.3308661134,-99.0796489644",Muy Alto,Iztapalapa,390329.830861,3124.82844225,100,5
1286.0,"19.4678508129,-99.1151979844",Muy Alto,Gustavo A. Madero,718817.709007,6626.33117056,100,5
1280.0,"19.4916674811,-99.0735043442",Muy Alto,Gustavo A. Madero,172955.554117,1810.27275086,100,5
1291.0,"19.5016504251,-99.1651897945",Alto,Azcapotzalco,1679100.83236,5894.18499465,73 a 99,4
1174.0,"19.5582296022,-99.1461968383",Muy Bajo,Gustavo A. Madero,99239.2995376,1577.74587536,0 a 25,1
1203.0,"19.4658185127,-99.11499197",Muy Alto,Gustavo A. Madero,124067.314592,1583.36416676,100,5
1207.0,"19.4769775122,-99.1344292709",Muy Alto,Gustavo A. Madero,356344.092237,2787.14868608,100,5
1246.0,"19.5681870114,-99.1258275783",Muy Bajo,Gustavo A. Madero,356542.262952,2548.93209376,0 a 25,1
1223.0,"19.4905649733,-99.1310786334",Muy Alto,Gustavo A. Madero,286293.35579,2341.84975265,100,5
1481.0,"19.375389219,-99.0248109358",Alto,Iztapalapa,379139.360763,3329.74277417,73 a 99,4
1490.0,"19.3091256399,-99.1063317562",Muy Alto,Coyoacán,270629.138957,2304.59675903,100,5
1470.0,"19.3402568065,-99.1506623932",Muy Alto,Coyoacán,349453.476693,2881.809915,100,5
1492.0,"19.4660257772,-99.1745040229",Muy Alto,Azcapotzalco,332294.002836,2932.58843183,100,5
1467.0,"19.5331795739,-99.1444040945",Muy Alto,Gustavo A. Madero,211977.456662,2362.17764211,100,5
1100.0,"19.2127943937,-99.159080207",Muy Bajo,Tlalpan,489375.113905,4128.28376497,0 a 25,1
1107.0,"19.2542292581,-99.0147544628",Alto,Xochimilco,311546.669243,3896.75773644,73 a 99,4
1088.0,"19.2683426208,-99.1517954232",Muy Bajo,Tlalpan,434080.784936,3582.01648592,0 a 25,1
1111.0,"19.3451892219,-99.0553619151",Muy Alto,Iztapalapa,144945.433724,1676.93204501,100,5
1112.0,"19.3481936111,-99.0297608574",Muy Alto,Iztapalapa,464244.342302,3652.75823131,100,5
1092.0,"19.3881387796,-99.0957841775",Muy Alto,Iztacalco,106057.262672,1872.8980274,100,5
1118.0,"19.2936554061,-99.1633092542",Alto,Tlalpan,226916.49873,2529.67541725,73 a 99,4
1051.0,"19.2992339809,-99.1158540489",Muy Alto,Tlalpan,185367.228261,1867.81752633,100,5
1046.0,"19.2954333168,-99.1350074225",Muy Alto,Tlalpan,184945.187069,2322.30991931,100,5
1077.0,"19.3136231859,-99.0755628125",Muy Alto,Iztapalapa,244805.286671,2110.39262937,100,5
1083.0,"19.2878301446,-99.0024953836",Muy Alto,Tláhuac,368565.470015,2448.78706403,100,5
1342.0,"19.5582278041,-99.1263340465",Muy Bajo,Gustavo A. Madero,282902.304231,2529.39094309,0 a 25,1
1348.0,"19.3225273992,-99.1579829321",Muy Bajo,Coyoacán,443083.611958,3031.65786169,0 a 25,1
1320.0,"19.3445460014,-99.1716572058",Muy Alto,Coyoacán,164746.408242,1990.39519612,100,5
1326.0,"19.3179468771,-99.1516956269",Bajo,Coyoacán,256819.893831,2343.18568288,26 a 49,2
1433.0,"19.4793503525,-99.068863462",Muy Alto,Gustavo A. Madero,116207.739901,1575.97763671,100,5
1443.0,"19.4646616856,-99.1004851903",Muy Alto,Gustavo A. Madero,158857.949869,1790.43042932,100,5
1420.0,"19.5408199825,-99.137400661",Muy Bajo,Gustavo A. Madero,231863.314768,2290.67086639,0 a 25,1
1466.0,"19.4850893651,-99.1999814237",Muy Alto,Azcapotzalco,286354.520035,2217.91291205,100,5
1406.0,"19.3558120306,-99.1556609583",Bajo,Coyoacán,456380.456983,3332.45450393,26 a 49,2
1444.0,"19.3139677776,-99.1267177657",Muy Alto,Coyoacán,271118.866925,2108.20152614,100,5
1390.0,"19.3322809689,-99.1661831975",Alto,Coyoacán,510490.982672,4148.78616402,73 a 99,4
1385.0,"19.4957924403,-99.1240963689",Muy Alto,Gustavo A. Madero,271623.4292,2773.21676405,100,5
1372.0,"19.3046776465,-99.1751779957",Muy Bajo,Coyoacán,142901.351184,2007.44954145,0 a 25,1
1397.0,"19.3210402077,-99.1040425722",Muy Alto,Coyoacán,88845.2904862,1265.45474125,100,5
1371.0,"19.308846486,-99.17510664",Muy Bajo,Coyoacán,42276.1420487,843.000550645,0 a 25,1
1504.0,"19.3482842335,-99.3101434616",Muy Bajo,Cuajimalpa de Morelos,1246207.20425,5493.25112317,0 a 25,1
1503.0,"19.5086864876,-99.105500381",Medio,Gustavo A. Madero,136361.421202,2359.10703211,50 a 72,3
2421.0,"19.4371770337,-99.0995057451",Muy Alto,Venustiano Carranza,377072.856442,3868.14833038,100,5
2427.0,"19.4278674738,-99.1163853175",Muy Alto,Venustiano Carranza,480272.313428,3428.94719201,100,5
35.0,"19.2422518066,-99.0731823535",Bajo,Xochimilco,973904.029201,6805.44825625,26 a 49,2
18.0,"19.2235079672,-99.1021064662",Muy Bajo,Xochimilco,359873.060239,3475.81703501,0 a 25,1
20.0,"19.2533582325,-99.0594526586",Alto,Xochimilco,366268.737458,3098.60258378,73 a 99,4
11.0,"19.38126606,-99.1828865778",Bajo,Benito Juárez,273658.477588,2334.77611686,26 a 49,2
6.0,"19.3849470814,-99.1438969068",Muy Alto,Benito Juárez,230762.640075,2038.10872612,100,5
30.0,"19.3951885294,-99.1442066398",Muy Alto,Benito Juárez,237761.726486,2020.13733683,100,5
1503.0,"19.5086864876,-99.105500381",Medio,Gustavo A. Madero,136361.421202,2359.10703211,50 a 72,3
1534.0,"19.4837135538,-99.1605384039",Muy Alto,Azcapotzalco,1928335.32941,6847.79528,100,5
1574.0,"19.4572095871,-99.0948894505",Muy Alto,Gustavo A. Madero,267431.566299,2791.86115637,100,5
1586.0,"19.4742421748,-99.1931348097",Muy Alto,Azcapotzalco,434150.264669,2630.5573022,100,5
1600.0,"19.1970257702,-99.0473383381",Muy Bajo,Milpa Alta,574147.279587,4448.7168732,0 a 25,1
1622.0,"19.3231116122,-99.1059352196",Muy Alto,Coyoacán,171504.801085,2233.63013309,100,5
1664.0,"19.4718484557,-99.1668021246",Muy Alto,Azcapotzalco,73538.9182624,1516.77570484,100,5
1673.0,"19.1755912288,-99.0038613646",Muy Bajo,Milpa Alta,851475.600621,4829.83821409,0 a 25,1
1676.0,"19.3304059589,-99.0726486271",Muy Alto,Iztapalapa,105041.319711,1423.43278384,100,5
1680.0,"19.5124988251,-99.2006113396",Alto,Azcapotzalco,191779.01594,1972.71222576,73 a 99,4
